"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0;20.95;31.61;8.53;49.42;82.6;13.83;1.2;265.4;5.21;302.5;21.9;4.68
0;19.16;28.07;7.86;61.72;96.3;29.73;1.61;242.2;7.34;254.8;20.07;4.46
0.4;16.99;23.59;9.32;55.91;91.2;24.78;1.76;47.67;7.1;68.41;24.19;4.61
0;16.33;25.2;7.66;54.33;88.3;21.51;1.56;54.37;5.24;44.13;24.07;4.66
0;17.46;27.27;8.8;56.65;91.4;18.3;2.3;58.4;8.55;41.47;23.17;5.44
0;16.21;23.13;9.13;51.61;74.7;25.45;3.61;57.43;8.22;59.13;23.98;5.56
0;17.68;30.87;4.06;49.27;93.5;13.96;1;79.8;5.28;312.9;23.5;4.63
0;21.51;33.34;10.26;45.83;81.7;20.31;1.85;56.05;7.57;71.2;19.54;5.49
0;18.23;27.6;7.93;56.94;92.7;25.32;1.13;44.7;3.87;219.3;22;4.23
0;19.67;28.8;12.4;56.32;88.3;18.97;1.83;58.12;5.79;54.85;23.17;5.25
0;18.08;27.13;9.92;59.86;91.3;24.92;1.62;53.07;4.9;73.8;22.15;4.63
0;23.82;32.21;16;43.79;71.4;21.98;1.09;202.2;5.35;206.9;19.65;4.35
0;17.4;27.53;7.39;56.79;92.4;21.24;1.23;79.1;4.9;241.3;22.51;4.36
0;17.79;29.94;6.26;50.52;92.1;16.03;0.9;248.2;5.83;242.2;22.23;4.22
0;20.61;32.94;7.19;39.18;75.4;12.89;1.67;193.1;6.6;251.8;22.22;5.55
0;21.63;29.94;13.67;59.39;88.5;33.47;2.08;224.2;7.59;198.9;21.44;5.03
0;20.97;31.67;12.06;59.37;95.7;19.37;1.14;224.1;5.53;216.6;22.43;4.67
0;19.42;29.47;7.93;57.44;95.7;24.18;0.92;87.1;5;231.7;18.89;3.62
0;20.34;28.27;15.13;61.12;85.7;29.06;2.74;41.8;8.94;49.52;21.36;5.39
0;20.02;28.93;12.73;62.29;85.5;33.07;2.47;57.38;6.36;62.52;19.5;4.97
0;19.85;29.07;12.66;58.95;90;25.85;0.98;218.6;4.14;250.4;20.64;3.96
0;20.68;29.94;13.07;57.24;91;20.71;2.13;64.36;5.28;62.79;21.48;5.28
0;21.89;32.94;9.12;45.37;88.1;13.56;1.23;55.48;4.1;66.14;21.45;4.74
0;11.11;16.31;3.19;68.53;94.6;43.82;2.32;239.8;8.89;221.9;23.03;3.55
