precipitacion;temp_med;temp_max;temp_min;humedad_med;humedad_max;humedad_min;vel_viento_med;dir_viento;vel_viento_max;dir_viento_racha_max;Rs;ETo
0.00;9.30;18.90;0.70;66.00;94.00;27.00;0.90;355.00;5.40;219.00;19.00;2.81
0.00;9.60;21.30;0.70;60.00;94.00;19.00;1.00;318.00;6.70;198.00;17.90;2.94
0.00;10.00;19.20;2.40;60.00;87.00;30.00;0.70;341.00;5.10;225.00;14.20;2.28
0.00;8.90;16.50;1.50;70.00;92.00;33.00;1.10;29.00;7.80;120.00;14.40;2.12
0.00;9.60;17.20;3.10;70.00;91.00;39.00;0.70;356.00;4.10;110.00;14.20;2.10
0.00;10.20;20.00;3.10;66.00;93.00;29.00;0.80;286.00;5.60;241.00;15.20;2.47
0.00;13.30;22.30;2.20;52.00;90.00;25.00;0.90;326.00;7.20;5.00;19.00;3.26
0.00;15.80;23.90;9.60;47.00;69.00;31.00;1.20;355.00;6.90;307.00;19.90;3.48
0.00;15.70;27.10;5.90;49.00;82.00;24.00;1.40;268.00;7.60;215.00;19.90;3.82
0.00;13.20;23.20;4.30;61.00;89.00;29.00;1.20;277.00;6.90;237.00;19.50;3.41
0.00;12.40;20.80;5.70;68.00;92.00;41.00;1.10;300.00;5.90;219.00;16.00;2.67
0.00;11.20;18.30;5.00;78.00;96.00;54.00;1.30;269.00;6.30;222.00;14.80;2.27
0.00;11.80;17.50;6.10;80.00;96.00;57.00;1.80;256.00;7.90;229.00;12.40;1.91
1.60;13.50;19.80;8.30;79.00;94.00;47.00;1.60;235.00;7.70;217.00;11.80;2.01
0.00;10.00;16.10;3.20;47.00;77.00;28.00;1.60;287.00;9.50;247.00;20.10;2.87
0.10;10.60;17.90;1.70;53.00;87.00;26.00;1.50;281.00;8.00;281.00;19.60;3.00
0.00;10.80;16.80;6.10;56.00;88.00;35.00;1.80;269.00;11.80;318.00;15.90;2.52
0.40;8.40;17.00;1.70;65.00;91.00;30.00;1.10;172.00;7.40;214.00;15.30;2.22
0.00;9.30;16.90;3.80;64.00;92.00;29.00;1.50;268.00;8.40;219.00;20.70;3.02
0.00;9.50;17.50;1.00;71.00;94.00;40.00;1.00;55.00;6.90;118.00;16.80;2.46
0.00;13.20;16.50;10.70;62.00;78.00;44.00;2.60;66.00;12.20;115.00;12.20;2.15
10.80;12.30;13.40;11.50;91.00;97.00;73.00;1.80;58.00;6.70;18.00;2.10;0.42
3.70;13.40;19.90;10.00;86.00;97.00;54.00;1.00;294.00;6.70;223.00;14.90;2.34
0.00;12.00;18.40;5.90;79.00;97.00;51.00;1.10;276.00;5.40;240.00;16.80;2.55
0.00;13.10;18.20;6.60;74.00;93.00;58.00;1.50;44.00;6.90;31.00;8.70;1.56
21.20;12.70;16.10;10.20;90.00;97.00;74.00;1.20;51.00;6.80;117.00;4.70;0.80
1.40;14.70;21.00;9.60;63.00;95.00;40.00;1.10;315.00;6.80;346.00;19.90;3.22
0.00;15.00;23.10;6.40;64.00;90.00;38.00;1.20;310.00;6.30;213.00;23.70;3.91
0.00;14.50;23.40;7.20;70.00;95.00;42.00;1.20;311.00;7.40;223.00;23.60;3.81
0.00;14.90;23.20;7.30;74.00;95.00;43.00;1.70;261.00;9.60;205.00;23.40;4.06
0.00;14.40;22.10;7.80;78.00;98.00;49.00;0.90;328.00;6.60;109.00;20.50;3.38
0.00;14.20;21.70;6.40;73.00;97.00;47.00;1.60;263.00;9.30;230.00;23.50;3.86
0.00;15.10;23.90;7.90;72.00;96.00;46.00;1.30;257.00;7.40;224.00;23.00;3.96
1.80;16.80;26.40;10.70;71.00;95.00;38.00;1.50;236.00;8.60;231.00;20.20;3.64
0.10;16.00;23.30;9.90;77.00;96.00;49.00;0.90;339.00;6.00;214.00;21.00;3.62
0.00;16.90;25.80;8.80;69.00;97.00;38.00;1.20;251.00;7.60;211.00;21.60;4.04
0.00;16.10;23.70;8.90;64.00;94.00;38.00;1.80;265.00;9.10;231.00;22.60;4.27
0.00;16.20;25.20;9.20;66.00;88.00;38.00;1.20;297.00;6.80;229.00;20.90;3.86
0.00;15.00;21.70;8.00;67.00;96.00;37.00;1.40;249.00;7.40;223.00;24.20;4.17
0.00;14.30;21.80;7.10;72.00;93.00;46.00;1.20;273.00;6.00;230.00;24.10;3.97
0.00;16.20;26.10;7.80;65.00;96.00;23.00;1.50;270.00;7.80;219.00;24.20;4.50
0.60;13.60;20.10;8.00;72.00;93.00;49.00;0.90;205.00;6.60;216.00;14.70;2.51
7.60;12.40;17.50;9.70;87.00;96.00;64.00;0.70;34.00;4.10;117.00;9.90;1.61
6.70;13.50;16.80;11.00;88.00;96.00;71.00;0.70;58.00;4.70;110.00;10.20;1.65
2.20;15.40;20.90;12.60;83.00;96.00;52.00;0.90;285.00;5.80;221.00;16.80;2.81
0.00;16.10;22.50;8.50;72.00;96.00;37.00;1.70;262.00;8.20;244.00;24.20;4.16
0.30;15.80;23.60;8.70;70.00;95.00;41.00;1.50;271.00;8.00;213.00;23.70;4.17
0.00;15.20;21.60;9.50;58.00;91.00;34.00;1.30;302.00;7.90;254.00;24.80;4.11
0.00;15.30;23.40;6.80;57.00;80.00;38.00;1.60;263.00;9.30;226.00;21.90;3.84
0.00;16.40;22.10;10.40;45.00;83.00;22.00;1.60;275.00;8.70;317.00;27.20;4.63
0.00;15.50;23.00;7.30;53.00;86.00;26.00;1.20;336.00;8.10;310.00;26.10;4.53
0.00;14.90;21.90;7.30;71.00;95.00;44.00;1.20;240.00;7.70;208.00;26.70;4.38
0.00;15.30;24.30;8.80;72.00;95.00;39.00;0.70;284.00;6.50;224.00;19.50;3.45
0.00;15.90;24.40;8.90;71.00;96.00;35.00;1.10;261.00;8.00;214.00;24.80;4.39
0.00;15.60;23.30;9.10;63.00;95.00;24.00;1.10;320.00;7.40;213.00;23.00;4.05
0.00;16.80;26.40;8.90;55.00;92.00;20.00;1.30;14.00;6.50;36.00;28.70;5.11
0.00;15.00;21.70;7.60;63.00;92.00;31.00;1.40;248.00;7.70;215.00;27.60;4.39
0.00;14.40;22.30;5.50;67.00;94.00;36.00;1.50;239.00;8.60;210.00;28.30;4.78
0.00;15.50;22.30;8.10;68.00;92.00;35.00;1.60;252.00;9.50;223.00;24.10;4.25
0.00;17.10;25.70;11.50;72.00;93.00;41.00;0.70;271.00;7.00;230.00;22.20;4.00
0.00;17.50;25.40;9.50;64.00;93.00;34.00;1.30;237.00;8.60;213.00;25.60;4.80
0.00;18.30;27.60;9.10;62.00;91.00;28.00;1.30;238.00;6.80;210.00;27.30;5.09
0.00;19.10;27.60;9.10;58.00;92.00;26.00;1.80;246.00;9.90;223.00;25.80;5.32
0.00;18.60;25.80;13.50;65.00;87.00;31.00;1.20;231.00;5.90;222.00;19.10;3.77
0.20;15.70;20.70;10.50;72.00;91.00;50.00;1.20;240.00;5.00;235.00;12.00;2.24
0.30;14.60;19.30;9.80;75.00;92.00;53.00;1.60;228.00;9.00;220.00;17.60;2.85
0.00;15.40;23.50;8.60;62.00;94.00;19.00;1.30;276.00;7.70;213.00;29.60;5.06
0.00;15.60;25.00;7.10;67.00;95.00;30.00;1.20;238.00;7.80;210.00;28.70;4.94
0.00;15.10;22.00;6.70;69.00;95.00;43.00;1.50;245.00;8.90;218.00;28.80;4.75
0.00;16.30;24.80;7.00;60.00;95.00;26.00;1.20;227.00;8.00;210.00;26.80;4.88
0.00;15.80;24.90;8.40;64.00;83.00;29.00;0.70;30.00;6.10;216.00;15.70;2.92
0.00;16.40;22.80;9.70;70.00;94.00;36.00;1.10;228.00;6.90;216.00;23.60;4.10
2.30;17.00;21.60;12.80;82.00;96.00;56.00;1.60;63.00;6.00;117.00;14.50;2.60
0.10;18.30;24.60;11.80;81.00;97.00;50.00;1.70;104.00;6.00;109.00;18.50;3.31
0.00;17.80;25.80;11.90;54.00;96.00;18.00;1.30;248.00;10.50;216.00;25.30;4.90
0.00;16.30;24.70;7.80;53.00;85.00;25.00;1.40;265.00;9.50;213.00;26.60;4.90
0.00;14.80;20.20;8.00;60.00;90.00;37.00;0.80;39.00;4.70;104.00;15.10;2.73
0.00;16.70;24.20;10.50;60.00;89.00;33.00;1.20;239.00;7.30;213.00;24.50;4.36
19.30;14.60;21.80;9.80;81.00;97.00;43.00;0.80;30.00;6.30;207.00;18.00;3.00
0.00;15.80;23.30;9.50;68.00;95.00;39.00;1.30;242.00;8.00;216.00;25.80;4.47
5.80;15.50;21.60;10.00;83.00;95.00;54.00;0.90;274.00;6.00;225.00;14.60;2.43
0.10;16.30;22.30;11.50;72.00;93.00;44.00;1.20;301.00;6.90;195.00;14.40;2.70
16.90;13.80;21.90;9.20;87.00;97.00;52.00;0.70;325.00;10.30;344.00;12.20;2.09
0.20;15.80;26.10;7.70;71.00;97.00;31.00;0.90;304.00;6.90;17.00;21.80;3.79
0.00;18.00;24.60;9.80;63.00;95.00;39.00;1.40;230.00;7.40;207.00;29.90;5.30
0.00;18.50;24.80;10.80;62.00;93.00;35.00;1.50;247.00;8.50;212.00;28.00;5.09
0.00;18.50;25.70;12.90;67.00;93.00;40.00;1.30;257.00;7.50;210.00;28.30;5.11
0.00;18.70;27.30;10.60;70.00;95.00;48.00;1.00;262.00;6.30;150.00;23.10;4.24
0.00;19.10;24.60;13.40;65.00;93.00;39.00;1.50;242.00;6.70;226.00;29.40;5.30
0.00;19.50;28.50;12.20;69.00;93.00;39.00;0.90;351.00;5.70;345.00;22.80;4.29
0.00;22.40;30.60;13.10;59.00;92.00;25.00;1.10;40.00;7.40;110.00;28.70;5.77
0.00;23.70;34.30;14.80;56.00;95.00;22.00;0.90;28.00;5.60;125.00;28.40;5.87
0.00;24.30;34.50;14.20;48.00;82.00;19.00;0.70;315.00;5.90;216.00;25.20;5.31
0.00;23.10;32.50;12.90;51.00;81.00;20.00;1.10;342.00;6.30;239.00;27.80;5.71
0.00;23.80;32.70;13.90;49.00;79.00;23.00;1.20;264.00;7.40;230.00;28.70;6.07
0.00;24.70;34.40;15.50;47.00;77.00;23.00;1.00;242.00;6.50;206.00;21.00;4.91
0.00;25.60;34.70;18.20;48.00;71.00;26.00;1.10;285.00;7.40;213.00;23.30;5.37
0.00;25.10;33.60;18.30;53.00;73.00;28.00;1.60;41.00;8.20;198.00;25.60;5.70
0.00;21.20;26.80;16.70;65.00;91.00;35.00;1.20;247.00;8.20;216.00;19.60;3.94
0.00;20.90;27.40;14.50;60.00;93.00;32.00;1.40;238.00;7.60;113.00;24.30;4.77
10.90;19.30;26.60;14.30;69.00;97.00;36.00;0.90;276.00;6.70;193.00;14.80;3.13
0.20;19.00;25.40;12.20;70.00;97.00;39.00;1.10;245.00;8.10;211.00;28.30;5.08
0.00;20.30;27.30;12.00;68.00;95.00;44.00;1.30;253.00;7.70;217.00;29.60;5.42
0.00;21.90;29.50;13.60;58.00;94.00;27.00;1.60;248.00;9.10;210.00;29.50;6.16
0.00;22.70;31.60;13.00;49.00;86.00;21.00;1.30;262.00;7.30;209.00;28.30;6.06
0.00;21.30;28.40;13.90;67.00;90.00;48.00;0.90;341.00;5.80;224.00;18.60;3.70
0.00;23.70;29.70;16.50;70.00;93.00;48.00;1.20;238.00;7.20;232.00;25.80;5.07
2.20;20.30;26.10;15.40;80.00;95.00;58.00;1.10;313.00;11.90;204.00;13.20;2.58
0.00;20.20;28.30;14.60;71.00;92.00;40.00;1.10;252.00;7.30;221.00;17.90;3.47
0.00;22.50;30.00;16.60;63.00;92.00;30.00;1.40;265.00;9.80;203.00;22.20;4.74
0.00;22.10;29.10;13.50;68.00;94.00;39.00;1.30;250.00;7.40;219.00;27.50;5.37
0.00;23.10;30.40;15.80;68.00;96.00;34.00;1.30;242.00;8.00;218.00;27.80;5.63
0.00;23.00;29.50;17.50;54.00;87.00;20.00;1.20;294.00;8.00;234.00;25.80;5.36
0.00;21.40;27.60;14.30;57.00;84.00;29.00;1.60;257.00;7.90;206.00;30.30;5.76
0.00;22.30;28.40;16.40;68.00;86.00;47.00;1.10;129.00;6.80;202.00;20.30;4.18
0.20;22.40;26.90;18.20;70.00;84.00;50.00;1.50;73.00;8.90;115.00;19.30;3.72
0.20;22.40;28.70;16.30;56.00;82.00;30.00;1.50;47.00;7.40;113.00;13.00;3.06
7.90;22.80;30.10;15.80;62.00;95.00;32.00;1.30;283.00;7.60;245.00;25.10;5.01
0.00;23.80;31.00;15.40;60.00;89.00;33.00;1.70;255.00;8.50;216.00;29.20;6.17
0.00;22.90;29.20;16.60;73.00;93.00;51.00;1.30;232.00;7.20;191.00;22.50;4.45
14.90;19.00;24.10;15.90;86.00;97.00;60.00;1.00;98.00;5.70;206.00;11.20;2.04
0.00;20.50;27.70;13.80;67.00;97.00;37.00;1.10;246.00;7.70;219.00;27.30;5.01
0.00;20.00;26.40;14.10;69.00;95.00;39.00;1.00;14.00;6.30;110.00;23.00;4.18
0.00;21.70;30.10;14.90;55.00;93.00;24.00;1.30;351.00;6.00;316.00;30.10;5.81
0.00;21.50;30.10;14.50;55.00;88.00;29.00;1.50;301.00;8.20;207.00;29.80;5.89
0.00;20.70;28.40;13.00;64.00;90.00;38.00;1.00;281.00;6.10;215.00;27.50;5.15
0.00;21.70;29.30;13.90;65.00;93.00;35.00;1.50;224.00;7.40;233.00;27.60;5.41
