"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0;16.92;22.89;12.52;45.52;57.33;32.26;3.28;287.9;12.09;338.4;15.53;4.4
0;12.09;18.35;7.06;33.45;59.72;15.57;3.86;312.2;11.19;326.7;18.65;4.56
0;14.22;18.18;9.57;55.85;74.9;43.16;2.62;316;10.09;315.2;16.99;3.06
0;14.92;18.05;11.38;68.17;90.8;35.02;3.46;222.2;12.08;263.4;11.63;3.06
0;14.7;20.73;8.4;29.43;52.46;13.46;3.16;329;9.51;336.3;25.06;5.44
0;12.15;17.5;5.77;63.55;84.9;31.32;2.41;281.9;7.68;313.7;19.7;3.53
0;13.34;18.99;7.66;55.47;88;29.37;2.68;302.7;7.64;176.3;20.73;3.9
0;15.68;22.19;8.94;57.2;82.8;35.16;1.68;24.93;5.55;101.8;23.87;4
0;15.24;22.54;8.01;61.75;85.4;33.06;1.48;234.6;5.34;219.5;20.24;3.63
0.2;16.81;21.94;12.24;44.43;79.5;22.05;3.02;280.7;9.83;321.2;21.89;4.88
0;13.89;19.19;9.26;70.12;94.9;41.88;2.03;51.09;5.95;101.1;15.13;2.97
0;16.88;21.15;10.7;54.26;69.62;41.29;3.04;49.2;8.9;87.6;21.8;4.36
0;11.96;16.91;7.46;45.57;76.1;26.8;5.77;339.9;15.02;324.5;23.91;4.93
0;17.29;22.68;12.72;38.09;74;24.61;2.18;285.8;7.15;346.3;24.49;4.71
0;14.25;19.87;9.09;43.74;72.6;27.74;1.93;29.8;6.15;111.5;23.92;4.09
0;15.34;21.4;8.13;66.47;85.9;36.04;2.47;45.18;7.26;80.3;28.64;4.91
2.6;15.56;20.39;9.21;63.92;89.1;38.88;3.74;6.61;13.96;333.6;17.64;4.13
0;19.14;27.35;13.24;72.4;91.8;39.85;1.62;42.39;12.11;9.11;24.55;4.82
1.76;15.53;19.53;10.89;80.5;94.9;61.42;3.01;42.2;7.91;96;20.2;3.41
0;14.7;20.2;9.62;45.37;77.2;29.55;2.21;343.7;6.79;342.4;27.77;4.84
0;12.04;18.44;5.3;71.1;94;38.83;1.64;9.05;5.64;104.3;28.03;4.07
0;18.37;24.02;12.04;50.3;68.98;34.41;1.98;44.5;6.18;126.5;26.3;5.1
0;21.42;28.86;11.84;53.24;92.2;25.82;1.66;231.8;6.19;196.5;24.42;5.22
0;13.62;20.27;7.94;58.59;92.3;17.39;2.49;347.4;8.08;338.2;28.37;5.05
0;15.94;20.86;10.97;57.77;89.4;33.27;2.73;5.62;7.95;332.3;26.71;4.85
0;13.29;19.41;7.8;54.04;80.8;26.52;2.33;311.6;7.46;324.4;21.36;4.23
4;17.59;22;13.78;74;92.2;38.54;1.44;228.7;6.69;173.6;18.33;3.73
0.2;21.44;27.69;15.12;71.8;91.1;48.58;1.55;104.1;5.78;127.2;28.39;5.4
0;26.44;32.98;20.77;47.85;77.1;28.09;1.63;40.22;5.2;113.4;29.74;6.78
1.37;17.27;19.36;14.58;87.4;95.9;73.9;3.2;44.79;8.43;80.7;6.84;1.9
0;23.8;29.52;17.56;35.11;53.75;19.79;2.67;29.93;7.68;100.1;30.15;7.49
0;18.02;24.35;11.97;41.26;67.59;23.12;3.32;324.8;12.62;331.7;31.47;6.75
4.47;15.83;18.08;13.98;75.5;89.1;64.85;3.7;335.6;8.62;333.2;5.24;2.15
0;20.29;25.48;14.26;66.12;87.7;40.77;1.64;86.6;6.17;96.2;28.75;5.36
0;20.44;26.97;12.79;54.77;87;30.68;1.69;248.8;7.53;133.3;30.7;5.87
0;21.13;26.97;15.61;66.38;90;39.53;2.19;40.47;6.7;73.8;29.19;5.83
0;20.47;25.64;14.8;65.1;87.9;35.02;2.37;69.2;7.29;105.3;29.54;5.87
3;25.33;31.99;19.08;55.48;86.8;24.11;2.2;216.9;7.33;150;29.86;7.07
0;25.07;32.05;17.81;48.65;71.5;26.74;1.6;52.73;7.43;106.1;30.53;6.7
0;23.53;29.03;18.35;70.8;88.3;49.85;1.65;123.6;6.55;99.5;26.89;5.51
0;26.21;31.45;19.9;29.04;76.3;13.78;4.32;307;11.63;327.8;31.46;9.13
0;21.99;27.17;16.81;58.12;82.4;40.14;2.6;39.27;6.64;100.3;28.24;6.04
0;24.27;30.5;16.27;53.32;86.9;25.81;1.63;216;6.02;173.2;28.23;6.14
0;26.52;30.87;22.19;48.5;72.9;32.43;2.94;46.56;7.83;108.6;28.47;7.32
0;25.28;31.99;19.5;51.03;78.9;23.91;1.66;89;6.48;117.4;29.28;6.65
4.24;21.24;25.37;16.54;55.79;90.6;30.88;2.76;41.56;12.18;23.33;26.7;5.81
0;25.96;32.19;19.52;55.63;86.4;26.75;2.05;253.8;7.42;343.8;28.87;6.82
0;27.72;34.67;21.31;54.34;83.6;21.6;2.62;58.4;11.95;322.5;27.55;7.55
0;26.07;33.11;20.77;65.48;88.5;34.09;1.66;213.5;6.35;148.2;27.3;6.22
0;25.48;31.92;20.02;62.24;88.4;32.69;1.93;49.34;7.24;105;28.03;6.36
0;24.57;29.77;20.36;71.9;87;47.68;2.83;50.44;7.17;80.8;26.68;6.03
0;28.18;34.98;21.65;60.65;90.1;39.91;1.18;192.6;5.56;126.5;23.82;5.5
0;24.65;30.57;18.35;52.99;86.3;32.28;1.94;58.08;6.06;120.8;26.79;6.02
0;26.78;33.11;19.5;53.43;85.2;27.93;2.36;237.2;9.37;332.1;31.5;7.35
0;26.02;30.5;23.12;73.2;90.4;53.55;3.23;63.37;9.09;88.7;22.74;5.6
0;26.25;31.01;22.05;65.23;83.1;26.91;2.98;55.7;8.91;108.4;25.66;6.88
0;27.57;34.94;23.26;69.57;84.5;32.2;2.06;57.31;7.27;84.2;17.52;5.57
0;26.59;34.21;17.74;53.48;93.2;21.54;1.86;38.58;6.75;103.1;28.05;6.69
0;24.41;29.31;19.75;63;82.3;43.72;2.3;41.18;7.03;100.1;22.1;5.1
0;25.56;31.09;21.31;70.6;90;38.08;1.76;62.1;5.92;97.5;25.7;5.51
0;23.17;27.38;19.62;65.51;84.5;43.93;2.6;48.21;7.49;107.1;22.46;5.04
0.2;25.73;31.43;20.84;66.15;86.3;37.54;1.97;69.84;6.62;348.3;23.88;5.48
0;22.32;25.87;18.62;68.75;86.1;46.55;1.94;69.27;6.07;92;16.91;3.87
0;22.6;28.03;17.02;63.69;84.8;34.86;1.85;39.37;6.85;102.8;24.26;5.03
0;25.5;31.83;18.96;63.44;85.1;38.76;1.5;59.49;6.46;164.1;26.77;5.5
2.96;25.2;31.05;22.46;80.4;93.6;51.46;1.52;4.23;6.5;122;15.72;3.84
0;24.2;29.31;19.71;70.5;87.3;47.03;2.82;36.64;9.82;36.07;20.74;5.03
0;23.53;26.98;20.86;79.4;89.6;64.5;3.39;37.54;7.58;77.8;17.31;3.99
0;24.91;30.44;20.84;72.5;89.7;45.04;2.29;38.59;6.26;32.62;20.39;4.93
0;12.31;16.71;8.52;76.3;90;51.16;1.97;315.8;5.38;318.5;8.89;1.51
6.4;4.13;5.64;1.93;69.95;90.7;57.64;4.32;329.3;9.51;340.5;3.72;1.2
2.4;3.67;8.52;-0.29;61;93.1;31.79;1.74;277.1;6.39;323.8;9.13;1.23
0;11.29;15.17;7.19;55.38;71.6;37.43;2.84;313.4;8.69;330.7;11.22;2.18
0;9.56;14.58;5.72;80.4;92.2;59.12;1.65;344.8;4.69;161.2;8.5;1.16
0;13.36;19.14;5.43;58.69;83;41.82;1.88;299.9;5.74;319.4;11.47;1.78
0;9.81;11.63;7.67;87.8;92.4;81.8;2.26;12.95;5.19;44.54;3.35;0.8
0;11.61;20.16;3.02;43.51;73.4;14.55;1.64;269.7;5.81;313.1;13.32;2.14
0;13.69;17.09;11.24;53.82;66.11;40.18;2.53;229.9;7.38;244.3;5.16;2.31
0;11.36;14.8;5.72;53.95;87.4;37.7;3.52;306.2;13.76;354.4;3.7;2.19
4.44;11.39;17.27;7.19;71.8;94.5;48.83;1.16;283;5.24;255.5;9.86;1.21
0.4;20;21.81;16.88;83.3;88.7;77;6.92;60.93;13.26;50.73;9.5;2.45
0;21.57;27.22;17.4;76.8;93.3;50.46;1.34;273.5;5.21;114.5;17.38;3.13
2;17.2;21.13;14.51;75.9;93.6;48.28;1.61;315.6;7.92;344.9;9.53;2.19
0;19.49;26.29;13.24;69.21;88.7;40.55;1.3;336.5;4.56;124.7;18.36;3.16
0;23.92;30.58;19.16;49.76;66.72;28.43;1.18;273.8;3.91;144.7;14.9;3.42
0;19.65;25.02;15.8;74;90.3;47.64;1.73;333.2;4.6;145.7;15.94;3.05
0;21.66;28.3;16.2;65.17;86.4;33.85;1.58;276.3;6.16;334.2;18.52;3.68
0;18.85;23.95;14.12;74.5;90.7;52.81;1.7;236.7;5.81;197.6;17.75;2.99
0;20.76;26.16;16.27;75.7;91.5;50.41;1.41;286.2;5.9;98.6;15.15;2.86
0;20.79;26.16;16.09;74.7;89.8;51.09;1.19;341.3;5.67;107.9;14.64;2.72
0;18.91;25.19;15.28;78.9;94.7;51.87;1.92;348.8;5.6;349.8;14.04;2.87
0.2;12.52;17.5;8.06;84.8;94.9;61.69;1.1;277.7;3.7;161.8;12.15;1.35
0;14.2;19.62;10.82;40.3;61.53;22.67;5.11;302.5;13.45;320.2;12.71;4.61
0;14.05;18.72;7.11;43.63;63.33;32.07;2.5;292.5;8.7;328.4;12.12;2.68
0;14.81;20.8;10.15;76.9;90.6;52.43;1.28;260.3;3.91;178.5;13.33;1.75
0;14.19;18.72;10.36;70.7;95.3;47.35;1.73;294.7;7.9;313;12.8;1.83
0;18.07;22.01;14.53;36.18;45.25;27.84;5.72;321.7;13.3;329.3;11.9;5.51
0;12.7;16.71;9.69;53.07;74.2;32.01;3.41;310.7;9.14;329.5;15.46;2.95
0.39;15.29;21.81;10.69;83.4;96.2;51.13;1.07;321.7;3.08;183;13.13;1.69
0;15.22;18.67;10.69;46.83;62.48;33.16;3.13;324.2;9.68;321.3;13.36;3.08
0;12.8;17.81;9.09;41.96;51.99;26.27;3.85;314.4;9.25;325.4;13.65;3.75
0;15.29;21.29;10.09;59.85;77.2;40.45;1.41;250.9;5.16;207.6;13.04;2.04
0;9.3;11.48;5.16;50.73;81.5;33.47;6.89;324.4;17;329.9;8.45;2.76
0;11.46;16.51;7.45;79.9;92.9;66.59;1.78;323.4;4.98;336.6;7.45;1.11
1.2;12.37;14.55;9.28;91.5;97.3;73.8;2.39;43.1;6.12;68.58;1.84;0.94
0;11.52;15.8;7.73;67.68;89.5;48.76;1.23;287.9;4.27;319.7;5.86;1.16
0;10.13;15.46;5.17;61.33;88.6;34.2;1.95;285.4;7.84;0.19;10.06;1.63
